Athlete,Country,Gender,Discipline,Event,Year,Medal
"GRAF, Walter",SUI,Men,Bobsleigh,Four-Man,1968,Bronze
"GRAFSTRÖM, Gillis",SWE,Men,Figure skating,Individual,1924,Gold
"GRAFSTRÖM, Gillis",SWE,Men,Figure skating,Individual,1928,Gold
"GRAFSTRÖM, Gillis",SWE,Men,Figure skating,Individual,1932,Silver
"GRANATO, Cammi",USA,Women,Ice Hockey,Ice Hockey,1998,Gold
"GRANATO, Cammi",USA,Women,Ice Hockey,Ice Hockey,2002,Silver
"GRAND, Cedric",SUI,Men,Bobsleigh,Four-Man,2006,Bronze
"GRANGER, David",USA,Men,Bobsleigh,Five-Man,1928,Silver
"GRANLUND, Mikael",FIN,Men,Ice Hockey,Ice Hockey,2014,Bronze
"GRASEGGER, Käthe",GER,Women,Alpine Skiing,Alpine Combined,1936,Silver
"GRAU, Fritz",GER,Men,Bobsleigh,Four-Man,1932,Bronze
"GRAVELLE, Jean Orval",CAN,Men,Ice Hockey,Ice Hockey,1948,Gold
"GRAY, Clifford Barton",USA,Men,Bobsleigh,Five-Man,1928,Gold
"GRAY, Clifford Barton",USA,Men,Bobsleigh,Four-Man,1932,Gold
"GRAY, Lauren",GBR,Women,Curling,Curling,2014,Bronze
"GRAZIA, Eugene",USA,Men,Ice Hockey,Ice Hockey,1960,Gold
"GREBENNIKOV, Vladimir",URS,Men,Ice Hockey,Ice Hockey,1960,Bronze
"GREEN, Charles Patrick",GBR,Men,Bobsleigh,Four-Man,1936,Bronze
"GREENE, Nancy",CAN,Women,Alpine Skiing,Giant Slalom,1968,Gold
"GREENE, Nancy",CAN,Women,Alpine Skiing,Slalom,1968,Silver
"GREGG, Jessica",CAN,Women,Short Track Speed Skating,3000M Relay,2010,Silver
"GREGOR, Frantisek",TCH,Men,Ice Hockey,Ice Hockey,1964,Bronze
"GREGORIN, Teja",SLO,Women,Biathlon,10KM Pursuit,2014,Bronze
"GREINER-PETTER-MEMM, Simone",GER,Women,Biathlon,4X7.5KM Relay,1994,Silver
"GREIS, Michael",GER,Men,Biathlon,15KM Mass Start,2006,Gold
"GREIS, Michael",GER,Men,Biathlon,20KM,2006,Gold
"GREIS, Michael",GER,Men,Biathlon,4X7.5KM Relay,2006,Gold
"GREUBEL, Jamie",USA,Women,Bobsleigh,Two-Woman,2014,Bronze
"GRICHTING, Damian",SUI,Men,Curling,Curling,2002,Bronze
"GRIGOREV, Vladimir",RUS,Men,Short Track Speed Skating,1000M,2014,Silver
"GRIGOREV, Vladimir",RUS,Men,Short Track Speed Skating,5000M Relay,2014,Gold
"GRIMMETTE, Mark",USA,Men,Luge,Doubles,1998,Bronze
"GRIMMETTE, Mark",USA,Men,Luge,Doubles,2002,Silver
"GRIMSMO, Anthon",NOR,Men,Curling,Curling,1998,Bronze
"GRINI, Lars",NOR,Men,Ski Jumping,K120 Individual (90M),1968,Bronze
"GRINKOV, Sergey",URS,Men,Figure skating,Pairs,1988,Gold
"GRINKOV, Sergey",RUS,Men,Figure skating,Pairs,1994,Gold
"GRISCHUK, Pasha",RUS,Women,Figure skating,Ice Dancing,1994,Gold
"GRISCHUK, Pasha",RUS,Women,Figure skating,Ice Dancing,1998,Gold
"GRISHIN, Alexei",BLR,Men,Freestyle Skiing,Aerials,2002,Bronze
"GRISHIN, Alexei",BLR,Men,Freestyle Skiing,Aerials,2010,Gold
"GRISHIN, Yevgeny",URS,Men,Speed skating,1500M,1956,Gold
"GRISHIN, Yevgeny",URS,Men,Speed skating,500M,1956,Gold
"GRISHIN, Yevgeny",URS,Men,Speed skating,1500M,1960,Gold
"GRISHIN, Yevgeny",URS,Men,Speed skating,500M,1960,Gold
"GRISHIN, Yevgeny",URS,Men,Speed skating,500M,1964,Silver
"GROENEWOLD, Renate",NED,Women,Speed skating,3000M,2002,Silver
"GROENEWOLD, Renate",NED,Women,Speed skating,3000M,2006,Silver
"GROENMAN, Tomas",FIN,Men,Ice Hockey,Ice Hockey,1998,Bronze
"GROENVOLD, Audun",NOR,Men,Freestyle Skiing,Ski Cross,2010,Bronze
"GROGAN, James",USA,Men,Figure skating,Individual,1952,Bronze
"GRÖNNINGEN, Harald",NOR,Men,Cross Country Skiing,4X10KM Relay,1960,Silver
"GRÖNNINGEN, Harald",NOR,Men,Cross Country Skiing,15KM,1964,Silver
"GRÖNNINGEN, Harald",NOR,Men,Cross Country Skiing,30KM Mass Start,1964,Silver
"GRÖNNINGEN, Harald",NOR,Men,Cross Country Skiing,15KM,1968,Gold
"GRÖNNINGEN, Harald",NOR,Men,Cross Country Skiing,4X10KM Relay,1968,Gold
"GRÖNVOLD, Roar",NOR,Men,Speed skating,1500M,1972,Silver
"GRÖNVOLD, Roar",NOR,Men,Speed skating,5000M,1972,Silver
"GROOTHUIS, Stefan",NED,Men,Speed skating,1000M,2014,Gold
"GROS, Piero",ITA,Men,Alpine Skiing,Slalom,1976,Gold
"GROSHEV, Evgeni",URS,Men,Ice Hockey,Ice Hockey,1960,Bronze
"GROSPIRON, Edgar",FRA,Men,Freestyle Skiing,Moguls,1992,Gold
"GROSPIRON, Edgar",FRA,Men,Freestyle Skiing,Moguls,1994,Bronze
"GROSS, Manuela",GDR,Women,Figure skating,Pairs,1972,Bronze
"GROSS, Manuela",GDR,Women,Figure skating,Pairs,1976,Bronze
"GROSS, Ricco",GER,Men,Biathlon,10KM,1992,Silver
"GROSS, Ricco",GER,Men,Biathlon,4X7.5KM Relay,1992,Gold
"GROSS, Ricco",GER,Men,Biathlon,10KM,1994,Silver
"GROSS, Ricco",GER,Men,Biathlon,4X7.5KM Relay,1994,Gold
"GROSS, Ricco",GER,Men,Biathlon,4X7.5KM Relay,1998,Gold
"GROSS, Ricco",GER,Men,Biathlon,12.5Km Pursuit,2002,Bronze
"GROSS, Ricco",GER,Men,Biathlon,4X7.5KM Relay,2002,Silver
"GROSS, Ricco",GER,Men,Biathlon,4X7.5KM Relay,2006,Gold
"GROTTUMSBRAATEN, Johan",NOR,Men,Cross Country Skiing,18KM,1924,Silver
"GROTTUMSBRAATEN, Johan",NOR,Men,Cross Country Skiing,50KM,1924,Bronze
"GROTTUMSBRAATEN, Johan",NOR,Men,Nordic Combined,Individual,1924,Bronze
"GROTTUMSBRAATEN, Johan",NOR,Men,Cross Country Skiing,18KM,1928,Gold
"GROTTUMSBRAATEN, Johan",NOR,Men,Nordic Combined,Individual,1928,Gold
"GROTTUMSBRAATEN, Johan",NOR,Men,Nordic Combined,Individual,1932,Gold
"GROVES, Kristina",CAN,Women,Speed skating,1500M,2006,Silver
"GROVES, Kristina",CAN,Women,Speed skating,Team Pursuit,2006,Silver
"GROVES, Kristina",CAN,Women,Speed skating,1500M,2010,Silver
"GROVES, Kristina",CAN,Women,Speed skating,3000M,2010,Bronze
"GRUBER, Bernhard",AUT,Men,Nordic Combined,Sprint K120,2010,Bronze
"GRUBER, Bernhard",AUT,Men,Nordic Combined,"Team, 4X5 KM",2010,Gold
"GRUBER, Bernhard",AUT,Men,Nordic Combined,"Team, 4X5 KM",2014,Bronze
"GRUBER, Herbert",AUT,Men,Bobsleigh,Four-Man,1968,Silver
"GRUBER, Michael",AUT,Men,Nordic Combined,Team,2002,Bronze
"GRUBER, Michael",AUT,Men,Nordic Combined,Team,2006,Gold
"GRÜNENFELDER, Andi",SUI,Men,Cross Country Skiing,50KM,1988,Bronze
"GRUSHINA, Elena",UKR,Women,Figure skating,Ice Dancing,2006,Bronze
"GSCHNITZER, Peter",ITA,Men,Luge,Doubles,1980,Silver
"GSTREIN, Bernhard",AUT,Men,Alpine Skiing,Alpine Combined,1988,Silver
"GUDAS, Leo",TCH,Men,Ice Hockey,Ice Hockey,1992,Bronze
"GUDEREIT, Marcia",CAN,Women,Curling,Curling,1998,Gold
"GUERIN, Bill",USA,Men,Ice Hockey,Ice Hockey,2002,Silver
"GUILLAUME, Sylvain",FRA,Men,Nordic Combined,Individual,1992,Silver
"GUILLAUME, Sylvain",FRA,Men,Nordic Combined,Team,1998,Bronze
"GUILMETTE, Jonathan",CAN,Men,Short Track Speed Skating,5000M Relay,2002,Gold
"GUILMETTE, Jonathan",CAN,Men,Short Track Speed Skating,500M,2002,Silver
"GUILMETTE, Jonathan",CAN,Men,Short Track Speed Skating,5000M Relay,2006,Silver
"GULYAEV, Nikolay",URS,Men,Speed skating,1000M,1988,Gold
"GUNDARTSEV, Vladimir",URS,Men,Biathlon,20KM,1968,Bronze
"GUNDARTSEV, Vladimir",URS,Men,Biathlon,4X7.5KM Relay,1968,Gold
"GUNN, Chanda",USA,Women,Ice Hockey,Ice Hockey,2006,Bronze
"GUNNESTAD, Stig-Arne",NOR,Men,Curling,Curling,1998,Bronze
"GÜNTHER, Detlef",GDR,Men,Luge,Singles,1976,Gold
"GUO, Wei",CHN,Men,Short Track Speed Skating,5000M Relay,2002,Bronze
"GUO, Xinxin",CHN,Women,Freestyle Skiing,Aerials,2010,Bronze
"GURYSHEV, Aleksey",URS,Men,Ice Hockey,Ice Hockey,1956,Gold
"GUSAKOV, Nikolay",URS,Men,Nordic Combined,Individual,1960,Bronze
"GUSAKOVA, Mariya",URS,Women,Cross Country Skiing,10KM,1960,Gold
"GUSAKOVA, Mariya",URS,Women,Cross Country Skiing,3X5KM Relay,1960,Silver
"GUSAKOVA, Mariya",URS,Women,Cross Country Skiing,10KM,1964,Bronze
"GUSEV, Aleksandr",URS,Men,Ice Hockey,Ice Hockey,1976,Gold
"GUSEVA, Klara",URS,Women,Speed skating,1000M,1960,Gold
"GUSHUE, Brad",CAN,Men,Curling,Curling,2006,Gold
"GUSTAFSON, Elisabet",SWE,Women,Curling,Curling,1998,Bronze
"GUSTAFSON, Tomas",SWE,Men,Speed skating,10000M,1984,Silver
"GUSTAFSON, Tomas",SWE,Men,Speed skating,5000M,1984,Gold
"GUSTAFSON, Tomas",SWE,Men,Speed skating,10000M,1988,Gold
"GUSTAFSON, Tomas",SWE,Men,Speed skating,5000M,1988,Gold
"GUSTAFSSON, Toini",SWE,Women,Cross Country Skiing,3X5KM Relay,1964,Silver
"GUSTAFSSON, Toini",SWE,Women,Cross Country Skiing,10KM,1968,Gold
"GUSTAFSSON, Toini",SWE,Women,Cross Country Skiing,3X5KM Relay,1968,Silver
"GUSTAFSSON, Toini",SWE,Women,Cross Country Skiing,5KM,1968,Gold
"GUSTAVSSON, Jonas",SWE,Men,Ice Hockey,Ice Hockey,2014,Silver
"GUT, Lara",SUI,Women,Alpine Skiing,Downhill,2014,Bronze
"GUY, Fabrice",FRA,Men,Nordic Combined,Individual,1992,Gold
"GUY, Fabrice",FRA,Men,Nordic Combined,Team,1998,Bronze
"GUZZO, Patrick",CAN,Men,Ice Hockey,Ice Hockey,1948,Gold
"HAAG, Anna",SWE,Women,Cross Country Skiing,Combined 7.5 + 7.5Km Mass Start,2010,Silver
"HAAG, Anna",SWE,Women,Cross Country Skiing,Team Sprint,2010,Silver
"HAAG, Anna",SWE,Women,Cross Country Skiing,4X5KM Relay,2014,Gold
"HAAS, Christl",AUT,Women,Alpine Skiing,Downhill,1964,Gold
"HAAS, Christl",AUT,Women,Alpine Skiing,Downhill,1968,Bronze
"HAAS, Joseph",SUI,Men,Cross Country Skiing,50KM,1968,Bronze
"HAASE, Helga",EUA,Women,Speed skating,1000M,1960,Silver
"HAASE, Helga",EUA,Women,Speed skating,500M,1960,Gold
"HACKL, Georg",FRG,Men,Luge,Singles,1988,Silver
"HACKL, Georg",GER,Men,Luge,Singles,1992,Gold
"HACKL, Georg",GER,Men,Luge,Singles,1994,Gold
"HACKL, Georg",GER,Men,Luge,Singles,1998,Gold
"HACKL, Georg",GER,Men,Luge,Singles,2002,Silver
"HACKNEY, Clement",USA,Men,Bobsleigh,Four-Man,1932,Silver
"HADSCHIEFF, Michael",AUT,Men,Speed skating,10000M,1988,Silver
"HADSCHIEFF, Michael",AUT,Men,Speed skating,1500M,1988,Bronze
"HAGELIN, Carl",SWE,Men,Ice Hockey,Ice Hockey,2014,Silver
"HAGEN, Oddbjorn",NOR,Men,Cross Country Skiing,18KM,1936,Silver
"HAGEN, Oddbjorn",NOR,Men,Cross Country Skiing,4X10KM Relay,1936,Silver
"HAGEN, Oddbjorn",NOR,Men,Nordic Combined,Individual,1936,Gold
"HAGEN, Olav I.",NOR,Men,Cross Country Skiing,4X10KM Relay,1948,Bronze
"HAGERMAN, Jamie",USA,Women,Ice Hockey,Ice Hockey,2006,Bronze
"HAGGARTY, James",CAN,Men,Ice Hockey,Ice Hockey,1936,Silver
"HÄGGBLAD, Artur",SWE,Men,Cross Country Skiing,4X10KM Relay,1936,Bronze
"HÄGGROTH, Lennart",SWE,Men,Ice Hockey,Ice Hockey,1964,Silver
"HAGMAN, Niklas",FIN,Men,Ice Hockey,Ice Hockey,2006,Silver
"HAGMAN, Niklas",FIN,Men,Ice Hockey,Ice Hockey,2010,Bronze
"HAHN, Norbert",GDR,Men,Luge,Doubles,1976,Gold
"HAHN, Norbert",GDR,Men,Luge,Doubles,1980,Gold
"HAIDACHER, Gerhard",AUT,Men,Bobsleigh,Four-Man,1992,Gold
"HAJNY, Premysl",TCH,Men,Ice Hockey,Ice Hockey,1948,Silver
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,50KM,1952,Gold
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,30KM Mass Start,1956,Gold
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,4X10KM Relay,1956,Silver
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,50KM,1956,Silver
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,15KM,1960,Bronze
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,4X10KM Relay,1960,Gold
"HAKULINEN, Veikko",FIN,Men,Cross Country Skiing,50KM,1960,Silver
"HALDER, Walter Edwin",CAN,Men,Ice Hockey,Ice Hockey,1948,Gold
"HALLOCK, Gerard",USA,Men,Ice Hockey,Ice Hockey,1932,Silver
"HALONEN, Niilo",FIN,Men,Ski Jumping,K90 Individual (70M),1960,Silver
"HALVARSSON, Jan",SWE,Men,Cross Country Skiing,4X10KM Relay,1968,Silver
"HÄMÄLÄINEN, Kalevi",FIN,Men,Cross Country Skiing,50KM,1960,Gold
"HÄMÄLÄINEN, Vesa Erik",FIN,Men,Ice Hockey,Ice Hockey,1994,Bronze
"HAMELIN, Charles",CAN,Men,Short Track Speed Skating,5000M Relay,2006,Silver
"HAMELIN, Charles",CAN,Men,Short Track Speed Skating,5000M Relay,2010,Gold
"HAMELIN, Charles",CAN,Men,Short Track Speed Skating,500M,2010,Gold
"HAMELIN, Charles",CAN,Men,Short Track Speed Skating,1500M,2014,Gold
"HAMELIN, Francois",CAN,Men,Short Track Speed Skating,5000M Relay,2010,Gold
"HAMHUIS, Dan",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"HAMILL, Dorothy",USA,Women,Figure skating,Individual,1976,Gold
"HAMILTON, Claire",GBR,Women,Curling,Curling,2014,Bronze
"HAMILTON, Scott",USA,Men,Figure skating,Individual,1984,Gold
"HAMLIN, Erin",USA,Women,Luge,Singles,2014,Bronze
"HAMMERER, Resi",AUT,Women,Alpine Skiing,Downhill,1948,Bronze
"HAMPEL, Olaf",GER,Men,Bobsleigh,Four-Man,1994,Gold
"HAMPEL, Olaf",GER,Men,Bobsleigh,Four-Man,1998,Gold
"HAMRLIK, Roman",CZE,Men,Ice Hockey,Ice Hockey,1998,Gold
"HAN, Pil Hwa",PRK,Women,Speed skating,3000M,1964,Silver
"HAN, Tianyu",CHN,Men,Short Track Speed Skating,1500M,2014,Silver
"HAN, Tianyu",CHN,Men,Short Track Speed Skating,5000M Relay,2014,Bronze
"HAN, Xiaopeng",CHN,Men,Freestyle Skiing,Aerials,2006,Gold
"HANDSCHIN, Emil",SUI,Men,Ice Hockey,Ice Hockey,1948,Bronze
"HANEVOLD, Halvard",NOR,Men,Biathlon,20KM,1998,Gold
"HANEVOLD, Halvard",NOR,Men,Biathlon,4X7.5KM Relay,1998,Silver
"HANEVOLD, Halvard",NOR,Men,Biathlon,4X7.5KM Relay,2002,Gold
"HANEVOLD, Halvard",NOR,Men,Biathlon,10KM,2006,Silver
"HANEVOLD, Halvard",NOR,Men,Biathlon,20KM,2006,Bronze
"HANEVOLD, Halvard",NOR,Men,Biathlon,4X7.5KM Relay,2010,Gold
"HANNAN, David",CAN,Men,Ice Hockey,Ice Hockey,1992,Silver
"HANNAWALD, Sven",GER,Men,Ski Jumping,K120 Team (90M),1998,Silver
"HANNAWALD, Sven",GER,Men,Ski Jumping,K120 Team (90M),2002,Gold
"HANNAWALD, Sven",GER,Men,Ski Jumping,K90 Individual (70M),2002,Silver
"HANNEMANN, Rene",GER,Men,Bobsleigh,Four-Man,1992,Silver
"HANNEMANN, Rene",GER,Men,Bobsleigh,Four-Man,1994,Bronze
"HANNINEN, Kirsi",FIN,Women,Ice Hockey,Ice Hockey,1998,Bronze
"HANNULA, Mika",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"HANSCH, Ralph Lawrence",CAN,Men,Ice Hockey,Ice Hockey,1952,Gold
"HANSEN, Brian",USA,Men,Speed skating,Team Pursuit,2010,Silver
"HANSEN, Kieran",AUS,Men,Short Track Speed Skating,5000M Relay,1994,Bronze
"HANSSON, Roger",SWE,Men,Ice Hockey,Ice Hockey,1994,Gold
"HANYU, Yuzuru",JPN,Men,Figure skating,Individual,2014,Gold
"HAPPONEN, Janne",FIN,Men,Ski Jumping,K120 Team (90M),2006,Silver
"HARADA, Masahiko",JPN,Men,Ski Jumping,K120 Team (90M),1994,Silver
"HARADA, Masahiko",JPN,Men,Ski Jumping,K120 Individual (90M),1998,Bronze
"HARADA, Masahiko",JPN,Men,Ski Jumping,K120 Team (90M),1998,Gold
"HARGREAVES, Ted",CAN,Men,Ice Hockey,Ice Hockey,1968,Bronze
"HARLOCK, David",CAN,Men,Ice Hockey,Ice Hockey,1994,Silver
"HARNDEN, E.J.",CAN,Men,Curling,Curling,2014,Gold
"HARNDEN, Ryan",CAN,Men,Curling,Curling,2014,Gold
"HARRINGTON, John",USA,Men,Ice Hockey,Ice Hockey,1980,Gold
"HARRIS, Mike",CAN,Men,Curling,Curling,1998,Silver
"HARRISON, Clifford",USA,Men,Ice Hockey,Ice Hockey,1952,Silver
"HART, Richard",CAN,Men,Curling,Curling,1998,Silver
"HARVEY, Antje",GER,Women,Biathlon,15KM,1992,Gold
"HARVEY, Antje",GER,Women,Biathlon,4X7.5KM Relay,1992,Silver
"HARVEY, Antje",GER,Women,Biathlon,7.5KM,1992,Silver
"HARVEY, Antje",GER,Women,Biathlon,4X7.5KM Relay,1994,Silver
"HARVIKEN, Johs",NOR,Men,Cross Country Skiing,30KM Mass Start,1972,Bronze
"HARVIKEN, Johs",NOR,Men,Cross Country Skiing,4X10KM Relay,1972,Silver
"HASEK, Dominik",CZE,Men,Ice Hockey,Ice Hockey,1998,Gold
"HASEK, Dominik",CZE,Men,Ice Hockey,Ice Hockey,2006,Bronze
"HASELRIEDER, Oswald",ITA,Men,Luge,Doubles,2006,Bronze
"HASHIMOTO, Seiko",JPN,Women,Speed skating,1500M,1992,Bronze
"HASU, Heikki",FIN,Men,Nordic Combined,Individual,1948,Gold
"HASU, Heikki",FIN,Men,Cross Country Skiing,4X10KM Relay,1952,Gold
"HASU, Heikki",FIN,Men,Nordic Combined,Individual,1952,Silver
"HATTESTAD, Ola Vigen",NOR,Men,Cross Country Skiing,Sprint 1.5KM,2014,Gold
"HATTESTAD, Stine Lise",NOR,Women,Freestyle Skiing,Moguls,1992,Bronze
"HATTESTAD, Stine Lise",NOR,Women,Freestyle Skiing,Moguls,1994,Gold
"HAUG, Thorleif",NOR,Men,Cross Country Skiing,18KM,1924,Gold
"HAUG, Thorleif",NOR,Men,Cross Country Skiing,50KM,1924,Gold
"HAUG, Thorleif",NOR,Men,Nordic Combined,Individual,1924,Gold
"HAUGEN, Anders",USA,Men,Ski Jumping,K90 Individual (70M),1924,Bronze
"HAUGEN, Villy",NOR,Men,Speed skating,1500M,1964,Bronze
"HAUGLI, Sverre",NOR,Men,Speed skating,5000M,1952,Bronze
"HAUSER, Eduard",SUI,Men,Cross Country Skiing,4X10KM Relay,1972,Bronze
"HAUSER, Jan",SUI,Men,Curling,Curling,2010,Bronze
"HAUSWALD, Simone",GER,Women,Biathlon,12.5KM Mass Start,2010,Bronze
"HAUSWALD, Simone",GER,Women,Biathlon,4X6KM Relay,2010,Bronze
"HAUTAMAEKI, Matti",FIN,Men,Ski Jumping,K120 Individual (90M),2002,Bronze
"HAUTAMAEKI, Matti",FIN,Men,Ski Jumping,K120 Team (90M),2002,Silver
"HAUTAMAEKI, Matti",FIN,Men,Ski Jumping,K120 Team (90M),2006,Silver
"HAUTAMAEKI, Matti",FIN,Men,Ski Jumping,K90 Individual (70M),2006,Silver
"HAVEL, Jan",TCH,Men,Ice Hockey,Ice Hockey,1968,Silver
"HAVELID, Niclas",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"HAYBOECK, Michael",AUT,Men,Ski Jumping,Teams,2014,Silver
"HAYS, Todd",USA,Men,Bobsleigh,Four-Man,2002,Silver
"HEAD, Donald Charles",CAN,Men,Ice Hockey,Ice Hockey,1960,Silver
"HEANEY, Geraldine",CAN,Women,Ice Hockey,Ice Hockey,1998,Silver
"HEANEY, Geraldine",CAN,Women,Ice Hockey,Ice Hockey,2002,Gold
"HEATLEY, Dany",CAN,Men,Ice Hockey,Ice Hockey,2010,Gold
"HEATON, Jennison",USA,Men,Bobsleigh,Five-Man,1928,Silver
"HEATON, Jennison",USA,Men,Skeleton,Individual,1928,Gold
"HEATON, John",USA,Men,Skeleton,Individual,1928,Silver
"HEATON, John",USA,Men,Bobsleigh,Two-Man,1932,Bronze
"HEATON, John",USA,Men,Skeleton,Individual,1948,Silver
"HEBERT, Ben",CAN,Men,Curling,Curling,2010,Gold
"HECHER, Traudl",AUT,Women,Alpine Skiing,Downhill,1960,Bronze
"HECHER, Traudl",AUT,Women,Alpine Skiing,Downhill,1964,Bronze
"HEDLUND, Göthe",SWE,Men,Speed skating,5000M,1948,Bronze
"HEDLUND, Per Erik",SWE,Men,Cross Country Skiing,50KM,1928,Gold
"HEDRICK, Chad",USA,Men,Speed skating,10000M,2006,Silver
"HEDRICK, Chad",USA,Men,Speed skating,1500M,2006,Bronze
"HEDRICK, Chad",USA,Men,Speed skating,5000M,2006,Gold
"HEDRICK, Chad",USA,Men,Speed skating,1000M,2010,Bronze
"HEDRICK, Chad",USA,Men,Speed skating,Team Pursuit,2010,Silver
"HEFFORD, Jayna",CAN,Women,Ice Hockey,Ice Hockey,1998,Silver
"HEFFORD, Jayna",CAN,Women,Ice Hockey,Ice Hockey,2002,Gold
"HEFFORD, Jayna",CAN,Women,Ice Hockey,Ice Hockey,2006,Gold
"HEFFORD, Jayna",CAN,Women,Ice Hockey,Ice Hockey,2010,Gold
"HEFFORD, Jayna",CAN,Women,Ice Hockey,Ice Hockey,2014,Gold
"HEFTI, Beat",SUI,Men,Bobsleigh,Two-Man,2002,Bronze
"HEFTI, Beat",SUI,Men,Bobsleigh,Four-Man,2006,Bronze
"HEFTI, Beat",SUI,Men,Bobsleigh,Two-Man,2006,Bronze
"HEFTI, Beat",SUI,Men,Bobsleigh,Two-Man,2014,Silver
"HEGGE, Ole",NOR,Men,Cross Country Skiing,18KM,1928,Silver
"HEGGTVEIT, Anne",CAN,Women,Alpine Skiing,Slalom,1960,Gold
"HEIDEN, Beth",USA,Women,Speed skating,3000M,1980,Bronze
"HEIDEN, Eric",USA,Men,Speed skating,10000M,1980,Gold
"HEIDEN, Eric",USA,Men,Speed skating,1000M,1980,Gold
"HEIDEN, Eric",USA,Men,Speed skating,1500M,1980,Gold
"HEIDEN, Eric",USA,Men,Speed skating,5000M,1980,Gold
"HEIDEN, Eric",USA,Men,Speed skating,500M,1980,Gold
"HEIL, Jennifer",CAN,Women,Freestyle Skiing,Moguls,2006,Gold
"HEIL, Jennifer",CAN,Women,Freestyle Skiing,Moguls,2010,Silver
"HEINRICH, Alfred",GER,Men,Ice Hockey,Ice Hockey,1932,Bronze
"HEISS, Carol",USA,Women,Figure skating,Individual,1956,Silver
"HEISS, Carol",USA,Women,Figure skating,Individual,1960,Gold
"HEITZER, Regine",AUT,Women,Figure skating,Individual,1964,Silver
"HEJDUK, Milan",CZE,Men,Ice Hockey,Ice Hockey,1998,Gold
"HEJDUK, Milan",CZE,Men,Ice Hockey,Ice Hockey,2006,Bronze
"HEJMA, Petr",TCH,Men,Ice Hockey,Ice Hockey,1968,Silver
"HELGESEN, Finn",NOR,Men,Speed skating,500M,1948,Gold
"HELIN, Anne",FIN,Women,Ice Hockey,Ice Hockey,2010,Bronze
"HELLNER, Marcus",SWE,Men,Cross Country Skiing,4X10KM Relay,2010,Gold
"HELLNER, Marcus",SWE,Men,Cross Country Skiing,Combined 15 + 15KM Mass Start,2010,Gold
"HELLNER, Marcus",SWE,Men,Cross Country Skiing,4X10KM Relay,2014,Gold
"HELLNER, Marcus",SWE,Men,Cross Country Skiing,Combined 15+15K,2014,Silver
"HELMINEN, Raimo",FIN,Men,Ice Hockey,Ice Hockey,1988,Silver
"HELMINEN, Raimo",FIN,Men,Ice Hockey,Ice Hockey,1994,Bronze
"HELMINEN, Raimo",FIN,Men,Ice Hockey,Ice Hockey,1998,Bronze
"HEMMI, Heini",SUI,Men,Alpine Skiing,Giant Slalom,1976,Gold
"HEMSKY, Ales",CZE,Men,Ice Hockey,Ice Hockey,2006,Bronze
"HENIE, Sonja",NOR,Women,Figure skating,Individual,1928,Gold
"HENIE, Sonja",NOR,Women,Figure skating,Individual,1932,Gold
"HENIE, Sonja",NOR,Women,Figure skating,Individual,1936,Gold
"HENKEL, Andrea",GER,Women,Biathlon,15KM,2002,Gold
"HENKEL, Andrea",GER,Women,Biathlon,4X7.5KM Relay,2002,Gold
"HENKEL, Andrea",GER,Women,Biathlon,4X6KM Relay,2006,Silver
"HENKEL, Andrea",GER,Women,Biathlon,4X6KM Relay,2010,Bronze
"HENKEL, Manuela",GER,Women,Cross Country Skiing,4X5KM Relay,2002,Gold
"HENNEBERGER, Barbi",EUA,Women,Alpine Skiing,Slalom,1960,Bronze
"HENNING, Anne",USA,Women,Speed skating,1000M,1972,Bronze
"HENNING, Anne",USA,Women,Speed skating,500M,1972,Gold
"HENRY, Kenneth",USA,Men,Speed skating,500M,1952,Gold
"HENTUNEN, Jukka",FIN,Men,Ice Hockey,Ice Hockey,2006,Silver
"HERBER, Maxi",GER,Women,Figure skating,Pairs,1936,Gold
"HERBST, Reinfried",AUT,Men,Alpine Skiing,Slalom,2006,Silver
"HERKER, Erich",GER,Men,Ice Hockey,Ice Hockey,1932,Bronze
"HERRMANN, Denise",GER,Women,Cross Country Skiing,4X5KM Relay,2014,Bronze
"HERRNHOF, Hugo",ITA,Men,Short Track Speed Skating,5000M Relay,1994,Gold
"HERSCHMANN, Nicole",GER,Women,Bobsleigh,Two-Man,2002,Bronze
"HESS, Erika",SUI,Women,Alpine Skiing,Slalom,1980,Bronze
"HESS, Hans",GER,Men,Bobsleigh,Five-Man,1928,Bronze
"HESSEL, Mats",SWE,Men,Ice Hockey,Ice Hockey,1984,Bronze
"HETLAND, Tor Arne",NOR,Men,Cross Country Skiing,Sprint 1.5KM,2002,Gold
"HETLAND, Tor Arne",NOR,Men,Cross Country Skiing,Team Sprint,2006,Silver
"HETTICH, Georg",GER,Men,Nordic Combined,Team,2002,Silver
"HETTICH, Georg",GER,Men,Nordic Combined,Individual,2006,Gold
"HETTICH, Georg",GER,Men,Nordic Combined,Individual Sprint,2006,Bronze
"HETTICH, Georg",GER,Men,Nordic Combined,Team,2006,Silver
